twitterUserId,companyString,createdAt,defaultProfile,defaultProfileImage,description,favouritesCount,followersCount,geoEnabled,geoSpecial,givenUrl,id,idString,isTranslator,job,lang,liTab,location,name,profileBanner,profileImage,protectedProfile,screenName,statusCount,timezone,url,utcOffset,withheldInCountries,withheldScope
55,"Ernst & Young","2011-09-05 08:58:09",0,0,"Welcome to the EY Belgium Careers Twitter account! Join the conversation about recruitment, employer branding and social media.",164,1127,1,Belgium,https://twitter.com/EY_CareersBE,368378534,NULL,0,0,en,0,,EY_CareersBE,https://pbs.twimg.com/profile_banners/368378534/1461655833/web,http://pbs.twimg.com/profile_images/506356131157921792/ggh64zXe_normal.png,0,EY_CareersBE,2498,Brussels,http://t.co/y61jYwWX9L,7200,null,NULL
56,"American Express","2009-05-26 14:32:45",0,0,"Follow Amex's Erica (^E) & Alicia (^A) for insider news, access & more. See our Likes page for Card Member offers https://t.co/hNYFSKuLlW",9,873096,1,,https://twitter.com/AmericanExpress,42712551,NULL,0,0,en,0,"Community Guidelines","American Express",https://pbs.twimg.com/profile_banners/42712551/1459447268/web,http://pbs.twimg.com/profile_images/458274195223236608/I0lD_2RX_normal.png,0,AmericanExpress,44715,"Eastern Time (US & Canada)",https://t.co/MLO0oaKCXp,-14400,null,NULL
57,Nordstrom,"2008-06-18 14:29:56",0,0,"Serving customers since 1901. Tweeting since 2008. Customer service: 1-888-282-6060 #nordstrom",1863,691192,1,,https://twitter.com/Nordstrom,15162193,NULL,0,0,en,0,"Seattle, WA",Nordstrom,https://pbs.twimg.com/profile_banners/15162193/1459454142/web,http://pbs.twimg.com/profile_images/656847223003582465/ebviBWYN_normal.png,0,Nordstrom,206875,"Pacific Time (US & Canada)",http://t.co/VIxNJYaX1y,-25200,null,NULL
58,"Build-A-Bear Workshop","2008-06-03 14:55:56",0,0,"The place to make your own furry friends and dress them in the latest fashions and accessories.",5795,54393,1,,https://twitter.com/buildabear,14997308,NULL,0,0,en,0,Worldwide,Build-A-BearWorkshop,https://pbs.twimg.com/profile_banners/14997308/1461889109/web,http://pbs.twimg.com/profile_images/564882474035990528/vjLpEVdp_normal.jpeg,0,buildabear,9592,"Central Time (US & Canada)",http://t.co/61XZl3FDRV,-18000,null,NULL
59,"General Mills","2010-08-30 11:11:38",0,0,"Welcome to General Mills Careers on Twitter! Let's talk!",172,5920,0,,https://twitter.com/GenMillsCareers,184856455,NULL,0,0,en,0,"Minneapolis, MN","GeneralMills Careers",https://pbs.twimg.com/profile_banners/184856455/1440006399/web,http://pbs.twimg.com/profile_images/634058953375158272/ovVBg1zA_normal.jpg,0,GenMillsCareers,2367,"Central Time (US & Canada)",http://t.co/nyJjQyBsEW,-18000,null,NULL
60,TDIndustries,"2014-10-22 05:32:08",0,0,"Premier mechanical construction & facility service provider in the Southwest. Tweeting culture (#GPTW), #safety, #ServantLeadership, & industry news.",233,240,0,,https://twitter.com/tdindustries,2870778488,NULL,0,0,en,0,"Offices in Texas & Arizona",TDIndustries,https://pbs.twimg.com/profile_banners/2870778488/1457018096/web,http://pbs.twimg.com/profile_images/656539924611465217/dpvfvlpN_normal.jpg,0,tdindustries,709,NULL,http://t.co/DBPrJRG3MZ,-1,null,NULL
61,"Atlantic Health","2015-11-29 00:57:40",1,1,,0,2,0,,https://twitter.com/TheAtlanticHLTH,4315939756,NULL,0,0,en,0,,TheAtlanticHLTH,NULL,http://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,0,TheAtlanticHLTH,0,"Pacific Time (US & Canada)",NULL,-25200,null,NULL
62,QuikTrip,"2013-02-06 08:35:38",0,0,"Welcome to the official QuikTrip Twitter page. QuikTrip has been serving our customers quality products with a smile for over 50 years. IG: @quiktrip",4284,16524,0,,https://twitter.com/QuikTrip,1154321220,NULL,0,0,en,0,,QuikTrip,https://pbs.twimg.com/profile_banners/1154321220/1461769631/web,http://pbs.twimg.com/profile_images/715283346683613184/mFVJ2oXm_normal.jpg,0,QuikTrip,8959,"Central Time (US & Canada)",https://t.co/6nP32QnVwm,-18000,null,NULL
63,Deloitte,"2007-08-27 02:42:35",0,0,"Sharing the latest news, research, events and more from Deloitte Touche Tohmatsu Limited (DTTL) and Deloitte member firms. More http://t.co/HyPqP9jXTI",930,301266,1,,https://twitter.com/Deloitte,8457092,NULL,0,0,en,0,Global,Deloitte,https://pbs.twimg.com/profile_banners/8457092/1434042269/web,http://pbs.twimg.com/profile_images/621692078628675584/XNuZe_uh_normal.png,0,Deloitte,15492,"Central Time (US & Canada)",http://t.co/ctV7DszPEl,-18000,null,NULL
64,Genentech,"2009-03-30 13:23:41",0,0,"Official Twitter Site for Genentech Jobs",491,3208,1,,https://twitter.com/GenentechJobs,27708036,NULL,0,0,en,0,"South San Francisco","Genentech Jobs",https://pbs.twimg.com/profile_banners/27708036/1423174278/web,http://pbs.twimg.com/profile_images/562701735139872768/bXNgDh6a_normal.jpeg,0,GenentechJobs,6416,"Pacific Time (US & Canada)",http://t.co/7GSOFFc9FI,-25200,null,NULL
65,"Umpqua Bank","2009-08-26 14:21:44",0,0,"2009 FORTUNE magazine's 100 Best Companies to Work For. Member FDIC. Equal Housing Lender. SBA Preferred Lender.",0,466,1,,https://twitter.com/umpquabankjobs,69084338,NULL,0,0,en,0,,"Umpqua Bank Jobs",NULL,http://pbs.twimg.com/profile_images/390284992/umpquabank_logo_normal.JPG,0,umpquabankjobs,608,"Pacific Time (US & Canada)",http://t.co/mHHwmCmZTh,-25200,null,NULL
66,"Teach For America","2009-02-02 10:32:14",0,0,"One day, all children in this nation will have the opportunity to attain an excellent education.",20767,137365,1,,https://twitter.com/TeachForAmerica,19918047,NULL,0,0,en,0,"United States","Teach For America",https://pbs.twimg.com/profile_banners/19918047/1443031828/web,http://pbs.twimg.com/profile_images/646726655105351684/3Zwp7fsp_normal.png,0,TeachForAmerica,20378,"Central Time (US & Canada)",http://t.co/9QQLZhc9tF,-18000,null,NULL
67,"Mayo Clinic","2008-12-27 09:52:46",0,0,"A Life-Changing Career. Following doesn't = endorsement. To request follow, tweet @mayoclinicjobs, please follow. Mayo Clinic is an AA/EOEE.",0,4380,0,,https://twitter.com/mayoclinicjobs,18410558,NULL,0,0,en,0,"MN, FL, AZ, IA, WI, GA","Mayo Clinic Jobs",NULL,http://pbs.twimg.com/profile_images/1140165477/New_twitter_logo_normal.jpg,0,mayoclinicjobs,39783,"Central Time (US & Canada)",http://t.co/Pnz0aiPpiL,-18000,null,NULL
68,Starbucks,"2009-07-24 15:58:36",0,0,"Lets talk about the Opportunity to be more than an employee, #tobeapartner.",2886,87179,1,,https://twitter.com/StarbucksJobs,59899837,NULL,0,0,en,0,"Seattle, WA","Starbucks Jobs",https://pbs.twimg.com/profile_banners/59899837/1432919416/web,http://pbs.twimg.com/profile_images/631193541826359296/eKm9U0kt_normal.png,0,StarbucksJobs,11126,"Pacific Time (US & Canada)",http://t.co/OJrwXrS1G9,-25200,null,NULL
69,"Rackspace Hosting","2009-04-10 11:16:37",1,0,,0,519,0,,https://twitter.com/RackspaceJobs/status/8915237458,30262383,NULL,0,0,en,0,,"Rackspace Careers",NULL,http://pbs.twimg.com/profile_images/141149283/Fanatical_bigger_normal.jpg,0,RackspaceJobs,741,NULL,NULL,-1,null,NULL
70,"FactSet Research Systems","2009-07-17 08:03:21",0,0,"This Twitter account is managed by FactSet Marketing and Recruiting reps from around the world. If you have a question, we want to hear it!!",252,1830,1,,https://twitter.com/FactSetCareers,57650435,NULL,0,0,en,0,Worldwide,"FactSet Careers",https://pbs.twimg.com/profile_banners/57650435/1457538851/web,http://pbs.twimg.com/profile_images/504697816048877568/uIbQgVFN_normal.png,0,FactSetCareers,9617,"Eastern Time (US & Canada)",http://t.co/DPAw0qKdcm,-14400,null,NULL
71,Microsoft,"2008-04-09 12:52:37",0,0,"The official page of Microsoft Recruiting. 
Find out what it's really like to work here.",5846,68855,0,,https://twitter.com/MicrosoftJobs,14344319,NULL,0,0,en,0,"Redmond, WA","Microsoft Careers",https://pbs.twimg.com/profile_banners/14344319/1461183555/web,http://pbs.twimg.com/profile_images/649357447308509185/rhShTZqc_normal.jpg,0,MicrosoftJobs,13306,"Pacific Time (US & Canada)",http://t.co/obrUyHN2Ck,-25200,null,NULL
72,Aflac,"2011-04-06 22:08:28",1,0,"The No. 1 provider of supplemental and guaranteed-renewable insurance in the U.S. Follow us for the latest in benefits news, trends, and best practices.",214,24352,0,,https://twitter.com/Aflac,278365892,NULL,0,0,en,0,,Aflac,https://pbs.twimg.com/profile_banners/278365892/1457470239/web,http://pbs.twimg.com/profile_images/529312955976781825/qHUUcsTK_normal.jpeg,0,Aflac,2334,"Eastern Time (US & Canada)",http://t.co/eLM2G6FyfI,-14400,null,NULL
73,"Publix Super Markets","2009-07-14 13:12:51",0,0,"Official site announcing jobs with Publix, the largest employee-owned supermarket chain in the US.  Publix, where shopping (and working) is a pleasure!",107,11620,0,,https://twitter.com/PublixJobs,56785107,NULL,0,0,en,0,"Southeastern United States","Publix Jobs",https://pbs.twimg.com/profile_banners/56785107/1442064052/web,http://pbs.twimg.com/profile_images/642689794204639232/mK7Uisb1_normal.jpg,0,PublixJobs,12980,"Eastern Time (US & Canada)",http://t.co/nSbAQ3Fjph,-14400,null,NULL
74,Mattel,"2009-12-21 13:01:40",0,0,"At Mattel, we are Creating the Future of Play.",346,53662,1,,https://twitter.com/Mattel,98458823,NULL,0,0,en,0,,Mattel,https://pbs.twimg.com/profile_banners/98458823/1398365172/web,http://pbs.twimg.com/profile_images/1715922671/7219_152274167599_148757037599_2648143_8226052_n_normal.jpg,0,Mattel,4014,"Pacific Time (US & Canada)",http://t.co/jf3R7zlQls,-25200,null,NULL
75,Stryker,"2011-10-06 15:48:37",0,0,"Stryker offers results-driven people a place where they can make a difference.",149,1775,0,,https://twitter.com/Stryker_Jobs,386225125,NULL,0,0,en,0,,"Stryker Careers",https://pbs.twimg.com/profile_banners/386225125/1460467156/web,http://pbs.twimg.com/profile_images/465914629617487873/CPOFzy84_normal.jpeg,0,Stryker_Jobs,1296,"Eastern Time (US & Canada)",http://t.co/g0cVK5dUv8,-14400,null,NULL
76,SRC/SRCTec,"2009-09-30 13:01:07",0,0,,0,20,0,,https://twitter.com/SRCTecCareers,78681420,NULL,0,0,en,0,,"Careers at SRCTec",NULL,http://pbs.twimg.com/profile_images/459977302/SRCTec_RGB_normal_normal.png,0,SRCTecCareers,204,NULL,NULL,-1,null,NULL
77,Hasbro,"2011-08-02 10:21:41",0,0,"Great Brands - Great People - Great Careers...Find out what the buzz is about & Come Play With Us!",78,1736,0,,https://twitter.com/hasbrocareers,347317843,NULL,0,0,en,0,"Pawtucket, RI","Hasbro Careers",https://pbs.twimg.com/profile_banners/347317843/1435590313/web,http://pbs.twimg.com/profile_images/1474926382/HASBRO_LOGO_NEW_normal.jpg,0,hasbrocareers,1532,"Eastern Time (US & Canada)",http://t.co/FEQnZRFx3R,-14400,null,NULL
78,"Bright Horizons Family Solutions","2011-09-15 05:52:17",0,0,"Working for Bright Horizons you are fulfilling our commitment to parents to prepare their children for success in school and life.",19,1074,1,,https://twitter.com/BHjobsUK,373917299,NULL,0,0,en,0,,"Bright Horizons Jobs",https://pbs.twimg.com/profile_banners/373917299/1412327873/web,http://pbs.twimg.com/profile_images/423394726834733056/RSjxg3oA_normal.jpeg,0,BHjobsUK,968,Casablanca,http://t.co/RhJeR6eODX,3600,null,NULL
79,"Booz Allen Hamilton","2008-11-13 16:07:22",0,0,"Provides management & tech consulting to US govt. in defense, intelligence, and civil markets, & to major corporations, institutions, and non-profit orgs.",5942,36866,0,,https://twitter.com/BoozAllen,17375116,NULL,0,0,en,0,"McLean, VA","Booz Allen Hamilton",https://pbs.twimg.com/profile_banners/17375116/1458045976/web,http://pbs.twimg.com/profile_images/1827047757/Favicon_Final_normal.png,0,BoozAllen,12191,"Eastern Time (US & Canada)",http://t.co/0q9p4zuiW5,-14400,null,NULL
80,"Hitachi Data Systems","2008-07-08 09:27:17",0,0,"Hitachi Data Systems (HDS) builds innovative IT solutions for business and social prosperity.",1155,20478,0,,https://twitter.com/HDScorp,15354310,NULL,0,0,en,0,"Santa Clara, California","Hitachi Data Systems",https://pbs.twimg.com/profile_banners/15354310/1430931048/web,http://pbs.twimg.com/profile_images/595993979063111680/NWmDyfFM_normal.jpg,0,HDScorp,14935,"Pacific Time (US & Canada)",http://t.co/aAHrlMoSLA,-25200,null,NULL
81,"The Everett Clinic","2009-03-25 12:01:52",0,0,"A physician-led group of more than 500 healthcare providers in primary and specialty medical care doing what is right for each patient.",862,2045,0,,https://twitter.com/everettclinic,26550996,NULL,0,0,en,0,"Snohomish County, Washington","The Everett Clinic",https://pbs.twimg.com/profile_banners/26550996/1462203584/web,http://pbs.twimg.com/profile_images/572895358380818432/wSspUM-v_normal.png,0,everettclinic,7604,"Pacific Time (US & Canada)",http://t.co/4sSLNMQmvf,-25200,null,NULL
82,OhioHealth,"2014-12-08 15:43:01",0,0,"OhioHealth is a not-for-profit, faith-based health system that has served central Ohio since 1891. Join us! Together WE can make a difference.",0,170,1,,https://twitter.com/OhioHealthJobs,2923178940,NULL,0,0,en,0,,"OhioHealth Jobs",https://pbs.twimg.com/profile_banners/2923178940/1418078634/web,http://pbs.twimg.com/profile_images/542087163731390465/VN0F1Uqb_normal.jpeg,0,OhioHealthJobs,943,NULL,http://t.co/E5rXb3nwRL,-1,null,NULL
83,Morningstar,"2012-05-02 14:32:44",0,0,"Follow us for updates on open positions, application tips, and insight on what it's like to work at Morningstar!",28,234,0,,https://twitter.com/MorningstarJobs,569404984,NULL,0,0,en,0,,"Morningstar Careers",https://pbs.twimg.com/profile_banners/569404984/1359735913/web,http://pbs.twimg.com/profile_images/378800000115783290/c7af0757dfaaa9d055e1f58078afdd86_normal.png,0,MorningstarJobs,361,"Eastern Time (US & Canada)",http://t.co/wCVsRNlncZ,-14400,null,NULL
84,Cisco,"2009-09-07 09:44:52",0,0,"Jobs for network engineers and cisco certified   technicians.",0,1173,0,,https://twitter.com/ciscojob,72310385,NULL,0,0,en,0,USA,"Cisco Jobs",NULL,http://pbs.twimg.com/profile_images/408505105/cistw2_normal.png,0,ciscojob,5690,"Eastern Time (US & Canada)",http://t.co/k4iLdWkxdA,-14400,null,NULL
85,CarMax,"2007-06-22 14:37:13",0,0,"We're the nation's largest used car retailer. Customer Relations is available to help you from 9A-8P, ET, Mon. - Fri. at 855-562-4935.",1899,35900,1,,https://twitter.com/CarMax,7023592,NULL,0,0,en,0,"Richmond, VA",CarMax,https://pbs.twimg.com/profile_banners/7023592/1441809519/web,http://pbs.twimg.com/profile_images/458970501172301826/63JNVTLh_normal.png,0,CarMax,24570,"Eastern Time (US & Canada)",http://t.co/0iCrRMRy49,-14400,null,NULL
86,Accenture,"2016-02-15 08:21:31",1,0,"We've changed usernames. Please follow @AccentureUSJobs for info on Accenture careers in the United States. Thanks for visiting!",0,0,0,,https://twitter.com/Accenture_Jobs,4914068643,NULL,0,0,en,0,,"Accenture Jobs - Old",NULL,http://pbs.twimg.com/profile_images/699252700102275072/-dchJObM_normal.jpg,1,accenture_jobs,0,NULL,NULL,-1,null,NULL
87,KPMG,"2009-03-27 12:31:35",0,0,"One firm. One team. Countless opportunities.",1,15294,0,USA,https://twitter.com/KPMGUSCareers,27064606,NULL,0,0,en,0,USA,"KPMG US CAREERS",https://pbs.twimg.com/profile_banners/27064606/1402422348/web,http://pbs.twimg.com/profile_images/672875743450394624/aYQuQpMo_normal.png,0,KPMGUSCareers,13491,"Eastern Time (US & Canada)",http://t.co/u1LXguL0hm,-14400,null,NULL
88,"Meridian Health","2010-01-12 15:02:35",0,0,"A Premier Health Care Provider in New Jersey. Follow us on @MeridianMoms @365Daysofheart @YourLifeYW @meridiantalent",568,6054,1,,https://twitter.com/MeridianNJ,104286484,NULL,0,0,en,0,"Neptune, New Jersey","Meridian Health",https://pbs.twimg.com/profile_banners/104286484/1461962774/web,http://pbs.twimg.com/profile_images/600294521029689344/ASUcj5We_normal.jpg,0,MeridianNJ,8197,"Eastern Time (US & Canada)",https://t.co/A7bDogCNKB,-14400,null,NULL
89,"Capital One","2011-08-31 09:03:16",0,0,"Our philosophy is simple: recruit great people and give them the opportunity to be great. EEO Employer/Protected Veteran/Disabled",44,1720,1,,https://twitter.com/capitalonejobs,365500647,NULL,0,0,en,0,"McLean, VA","Capital One Jobs",https://pbs.twimg.com/profile_banners/365500647/1436373370/web,http://pbs.twimg.com/profile_images/473459634963881984/U9_nzNf2_normal.png,0,capitalonejobs,1149,"Atlantic Time (Canada)",http://t.co/lRxTmnWa8x,-10800,null,NULL
90,"Darden Restaurants","2011-09-13 08:58:58",0,0,"Across every one of our unique brands and in every role, we’re creating a company that matters. Official news, updates and stories from Darden Restaurants.",505,8268,0,,https://twitter.com/darden,372854615,NULL,0,0,en,0,"Orlando, FL","Darden Restaurants",https://pbs.twimg.com/profile_banners/372854615/1406569748/web,http://pbs.twimg.com/profile_images/1768583659/Darden_swoosh_normal.jpg,0,darden,2463,"Eastern Time (US & Canada)",http://t.co/49AObAwdzs,-14400,null,NULL
91,"Stew Leonard's","2009-03-11 11:21:09",0,0,"The Original Farm-To-Table Food Store!",3872,7380,1,,https://twitter.com/StewLeonards,23794152,NULL,0,0,en,0,"Stores in CT and NY","Stew Leonard's",https://pbs.twimg.com/profile_banners/23794152/1460066852/web,http://pbs.twimg.com/profile_images/458997038097518592/mYykPJmR_normal.jpeg,0,StewLeonards,9039,Quito,http://t.co/ej5AYomCVf,-18000,null,NULL
92,"Four Seasons Hotels","2008-12-24 12:10:18",0,0,"Four Seasons Hotels and Resorts Twitter stream. Follow us for up-to-the-tweet Hotel and Resort news and updates.",1833,218260,1,,https://twitter.com/FourSeasons,18363030,NULL,0,0,en,0,Worldwide,"Four Seasons Hotels",https://pbs.twimg.com/profile_banners/18363030/1459446613/web,http://pbs.twimg.com/profile_images/726168282621947904/CIpjvAFR_normal.jpg,0,FourSeasons,49327,"Eastern Time (US & Canada)",https://t.co/BraUR1Z3LW,-14400,null,NULL
93,"S.C. Johnson & Son","2011-06-30 08:48:13",0,0,"We’re SC Johnson, A Family Company since 1886. Follow along for tweets from our Global Corporate Affairs, Communication & Sustainability team.",364,16537,0,,https://twitter.com/SCJohnson,326813935,NULL,0,0,en,0,,"SC Johnson",https://pbs.twimg.com/profile_banners/326813935/1462119158/web,http://pbs.twimg.com/profile_images/654334462566658048/h4pWQ89i_normal.jpg,0,SCJohnson,17142,"Central Time (US & Canada)",http://t.co/gCuO5kkSPJ,-18000,null,NULL
94,"Arkansas Children's Hospital","2008-09-16 20:47:57",0,0,"At Arkansas Children's Hospital, we champion children by making them better today and healthier tomorrow.",59,12892,1,,https://twitter.com/archildrens,16322617,NULL,0,0,en,0,"Little Rock, AR","Arkansas Children's",https://pbs.twimg.com/profile_banners/16322617/1400861070/web,http://pbs.twimg.com/profile_images/630762193043111936/wFWoUJnn_normal.png,0,archildrens,1793,"Central Time (US & Canada)",http://t.co/FJQTAgyzlY,-18000,null,NULL
95,Gilbane,"2009-06-30 09:36:47",0,0,"International construction management firm providing facility solutions for healthcare, education, mission critical and more.",605,16200,0,,https://twitter.com/GilbaneBuilding,52426577,NULL,0,0,en,0,,"Gilbane Building Co",https://pbs.twimg.com/profile_banners/52426577/1438092482/web,http://pbs.twimg.com/profile_images/626031407639363584/s6vZx-H5_normal.png,0,GilbaneBuilding,6704,"Eastern Time (US & Canada)",http://t.co/lD6da1W2T9,-14400,null,NULL
96,"Brocade Communications Systems","2015-03-03 16:26:31",0,0,"Please join us over at @Brocade for amazing insights around all your favorite topics: #NewIP, storage networking, and more.",2,77,0,,https://twitter.com/BRCDcomm,3060602845,NULL,0,0,en,0,"We are all over the world!","Brocade old account",https://pbs.twimg.com/profile_banners/3060602845/1428959822/web,http://pbs.twimg.com/profile_images/586253195313156096/ek0xWrfN_normal.png,0,BRCDcomm,6,NULL,http://t.co/UC2I8J5ZRd,-1,null,NULL
97,"CH2M Hill","2015-01-12 14:22:37",1,1,"This is not an active profile. Please visit @CH2Mcareers for #engineering and other worldwide #jobs at CH2M.",0,20,0,,https://twitter.com/CH2MHILLJobs,2977638690,NULL,0,0,en,0,,"CH2M Jobs",NULL,http://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,0,ch2mhilljobs,1,"Mountain Time (US & Canada)",http://t.co/Y09RyB04sZ,-21600,null,NULL
98,Aéropostale,"2009-07-10 09:40:42",0,0,"Designed in NYC.",5495,752356,0,,https://twitter.com/Aeropostale,55592183,NULL,0,0,en,0,"New York City",AERO,https://pbs.twimg.com/profile_banners/55592183/1454596521/web,http://pbs.twimg.com/profile_images/686964509383069696/5NCSJtvm_normal.png,0,Aeropostale,11821,"Eastern Time (US & Canada)",https://t.co/1NiQv3dqkW,-14400,null,NULL
99,MITRE,"2009-03-21 08:57:22",0,0,"The Official MITRE News & Information Community (Replying/Following/Re-tweeting ≠ endorsement)",730,4433,1,,https://twitter.com/MITREcorp,25681997,NULL,0,0,en,0,"HQ in Bedford, MA, McLean, VA",MITRE,https://pbs.twimg.com/profile_banners/25681997/1406293097/web,http://pbs.twimg.com/profile_images/1748466709/mitre_twitter_normal.png,0,MITREcorp,2158,"Eastern Time (US & Canada)",http://t.co/LXa808ALh6,-14400,null,NULL
100,Grainger,"2011-02-23 07:37:03",0,0,"Take a look inside the @grainger internship experience: http://t.co/qsnypDoivA",49,337,0,,https://twitter.com/GraingerCareers,256527508,NULL,0,0,en,0,"Lake Forest, IL","Grainger Careers",https://pbs.twimg.com/profile_banners/256527508/1441984712/web,http://pbs.twimg.com/profile_images/638811780626542593/bHrDUtbR_normal.jpg,0,GraingerCareers,747,"Central Time (US & Canada)",http://t.co/fT0wmYhDPK,-18000,null,NULL
101,Colgate-Palmolive,"2009-02-24 11:18:34",0,0,"Celebrate the special moments in life that bring out your bright, Colgate Smile!",799,47986,1,,https://twitter.com/Colgate,21778607,NULL,0,0,en,0,,"Colgate Smile",https://pbs.twimg.com/profile_banners/21778607/1454696359/web,http://pbs.twimg.com/profile_images/532207859526688768/dgZGn-DI_normal.jpeg,0,Colgate,3861,"Central Time (US & Canada)",http://t.co/r8KhfDTOU8,-18000,null,NULL
102,Monsanto,"2007-11-30 09:04:49",0,0,"Monsanto is an agricultural company working with others to address the world's food challenges and sustain the environment.",381,87468,1,,https://twitter.com/MonsantoCo,10742132,NULL,0,0,en,0,"St. Louis, MO","Monsanto Company",https://pbs.twimg.com/profile_banners/10742132/1460468856/web,http://pbs.twimg.com/profile_images/577498917564104705/bU_yMMAw_normal.png,0,MonsantoCo,26196,"Central Time (US & Canada)",http://t.co/OTITOQOkF2,-18000,null,NULL
103,FedEx,"2014-01-27 12:41:18",1,0,,0,170,0,,https://twitter.com/FedExOfficeJobs,2314188024,NULL,0,0,en,0,,"FedEx Office Jobs",https://pbs.twimg.com/profile_banners/2314188024/1427474926/web,http://pbs.twimg.com/profile_images/581507621661777920/-v2t5nth_normal.jpg,0,FedExOfficeJobs,2878,"Central Time (US & Canada)",NULL,-18000,null,NULL
104,"Orrick Herrington & Sutcliffe","2009-04-20 17:58:23",0,0,"Orrick, Herrington & Sutcliffe LLP - A Global Law Firm. Attorney Advertising Policy and Disclaimer: http://t.co/PXbh6JqVC2",54,4267,0,,https://twitter.com/Orrick,33724349,NULL,0,0,en,0,,Orrick,NULL,http://pbs.twimg.com/profile_images/2182116315/obldgsf_05_cmyk_normal.jpg,0,Orrick,2448,"Eastern Time (US & Canada)",http://t.co/9vQQoLgPQT,-14400,null,NULL
105,"LifeBridge Health","2013-10-29 14:00:52",0,0,"Caring for Our Communities Together.",0,32,1,,https://twitter.com/LBHealthJobs,2163458978,NULL,0,0,en,0,"Baltimore, MD","LifeBridge Health",https://pbs.twimg.com/profile_banners/2163458978/1384541406/web,http://pbs.twimg.com/profile_images/378800000707779923/ec80e68a3934ca1040c73ee831673a5e_normal.png,0,LBHealthJobs,6,NULL,NULL,-1,null,NULL
106,"Herman Miller","2008-12-12 12:50:03",0,0,"Inspiring designs to help people do great things",1079,379499,0,,https://twitter.com/HermanMiller,18084100,NULL,0,0,en,0,"Zeeland, MI","Herman Miller",https://pbs.twimg.com/profile_banners/18084100/1457024821/web,http://pbs.twimg.com/profile_images/378800000220514815/61349c1a3fea490f01a2b5e54f2a7e36_normal.png,0,HermanMiller,11671,"Eastern Time (US & Canada)",http://t.co/FXpCVsuDLL,-14400,null,NULL
107,"Texas Instruments","2008-02-18 00:30:29",0,0,"Texas Instruments is an analog & digital semiconductor IC design/manufacturing co., including solutions for embedded/application processing. Tweets by TI folks.",1742,60449,0,,https://twitter.com/TXInstruments,13613292,NULL,0,0,en,0,Worldwide,"Texas Instruments",https://pbs.twimg.com/profile_banners/13613292/1460930801/web,http://pbs.twimg.com/profile_images/474264057977905152/vN8r8wxQ_normal.png,0,TXInstruments,18427,"Central Time (US & Canada)",http://t.co/GDTw6FyS6I,-18000,null,NULL
108,"Vanderbilt University","2009-05-21 10:38:55",0,0,"The official Twitter account of Vanderbilt University Medical Center. Sharing the latest health news & medical research. https://t.co/hg8LFivkYu",590,23298,0,,https://twitter.com/VUMChealth,41621787,NULL,0,0,en,0,"Nashville, TN","Vanderbilt Univ Med",https://pbs.twimg.com/profile_banners/41621787/1401220661/web,http://pbs.twimg.com/profile_images/461519531018448896/OHYZ6cBq_normal.jpeg,0,VUMChealth,18314,"Central Time (US & Canada)",https://t.co/ZzsGdfjf8b,-18000,null,NULL
109,Sherwin-Williams,"2010-02-04 11:00:56",0,0,"With 150 years of experience & more than 4,000 stores worldwide, we know paint. Let's talk about it. #AskSW. For Spanish, follow @SWPintura",6320,144568,0,,https://twitter.com/SherwinWilliams,111372861,NULL,0,0,en,0,,Sherwin-Williams,https://pbs.twimg.com/profile_banners/111372861/1403483755/web,http://pbs.twimg.com/profile_images/600360773286817793/v22j67f5_normal.jpg,0,SherwinWilliams,7691,"Eastern Time (US & Canada)",https://t.co/IRHuG6SHyk,-14400,null,NULL
110,"SRA International","2008-12-16 10:23:06",0,0,"Dedicated to solving complex problems of global significance: Federal, Civil Gov't, National Security, and Global Health markets",1,994,0,,https://twitter.com/SRA_One,18166849,NULL,0,0,en,0,"HQ Fairfax VA, 100+ locations","SRA International OP",NULL,http://pbs.twimg.com/profile_images/479811729/clip_image002_normal.jpg,0,SRA_One,978,"Central Time (US & Canada)",http://t.co/OH8JeMU1m5,-18000,null,NULL
111,"David Weekley Homes","2009-03-19 15:30:05",0,0,"David Weekley Homes began in 1976 and has grown to become the largest privately-held home builder in America.",899,4571,1,,https://twitter.com/DavidWeekley,25389817,NULL,0,0,en,0,"Houston, Texas","David Weekley Homes",https://pbs.twimg.com/profile_banners/25389817/1440093096/web,http://pbs.twimg.com/profile_images/666292617630478336/Tw8KBldB_normal.png,0,DavidWeekley,2587,"Central Time (US & Canada)",http://t.co/vFEchohPQw,-18000,null,NULL
112,"WellStar Health System","2009-05-20 14:19:40",0,0,"Our vision is to deliver world-class health care.",223,6748,1,,https://twitter.com/WellStarHealth,41440062,NULL,0,0,en,0,"Georgia, United States",WellStarHealthSystem,https://pbs.twimg.com/profile_banners/41440062/1448036752/web,http://pbs.twimg.com/profile_images/424282429050744833/XDCEsw6B_normal.png,0,WellStarHealth,2916,"Eastern Time (US & Canada)",http://t.co/xK0AmXT7x7,-14400,null,NULL
